Komentar,Sumber_Video
". Bikin tambah macet jlanan jakarta dan sekitarnya,, jlan dipersempit hnya untuk jalur khusus busway 🤣🤣",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN gaji gede apa² digratisin, yg swasta bengek pak.",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Isi ulang kena admin 1500 berapapun isinya 😂 mau ceban goban dll,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ASN GRATIS woooo,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Subsidi dulu pak sampai penggangguran berkurang dan ekonomi sedikit membaik,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Tahun depan ajan klu memang tudak bisa diubah keputusannya, naiknya 500 rupiah aja 3500 jadi 4000",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
yg 15 golongan ya dikurangilah yg gratis,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN , KAN TERIMA GAJI DIATAS UMR PLUS TUNJANGAN KNP HARUS GRATIS, LALU GMN KLU PEGAWAI ALFAMART YG GAJINYA JAUUUHHHH BGT DIBAWAH UMR BOLEH GRATIS NGGAK PAK",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
15 golongan di gratisin wkwkwkwkwkwkwkwk,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
lah ASN dan TNI gak usah grtis kan gaji nya gede . kasih ke karyawan yg gaji UMR . jangan bgtuuu,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
jgn ada yg gratisan doonkkkkkkkk,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Asn gratis.trus yg masih nganggur bayar nggak adil pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
makin beban aja nih gw timggal di indo,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
fix mending di anter aja...ngk nunggu lama juga😊,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
TNI polri ASN itu mereka dapat gaji tetap sedangkan kita yang menggunakan kendaraan umum penghasilan pas2an. orang yg penghasilan rendah di suruh bayar buat TNI polri ASN?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
15 Lowongan kenapa pas buat Kartu lewat online kader Dasawisma tidak ada mohon informasinya bpk,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
pak sopir jaklingko pak tolong di kasih arahan jgn ngebut ngebut bgituu,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn tni polri ga ush gratis.. punya gaji jugaa..,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
duit makanya jangan di korupsiin,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn gratis kan punya gaji...gmn nasib emak rumah tangga,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
emang Asn gak ada penghasilan?? kan tunjangan lain juga ada.. mending yg di gratiskan itu lansia dan anak sekolah,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn udh bergaji masih ajj digratisin..😫,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Lah klau anak sekolah naik Tj 7000 juga kasihan banget,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
tarif naek giliran ngisi saldo error trs saldo g masuk g ada tuh yg perduli yg ada duit kita ilang begtu aja,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"krj gak ada tau"" naik in aje tarif..😂😂",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
gubernur GK ad manfaat nya,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ngga usah hitung2an, kemarin sebelum jadi gubernur katanya gratiskan biaya2... skrg malah naik 100%",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN , TNI , POLRI WARTAWAN di gratisin lawak bgt 😂",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"terimakasih pak, saya warga bogor sangat terbantu dengan ada koridor p11. memang terlalu murah untuk jarak begitu jauh, naik ke 5rb atau 7rb masih masuk akal",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"sekalinya muncul bikin kebijakan begini, apbd paling gede masih aja di naik naikin.",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN dan wartawan seharus,y GK dapat gratis donk pak GK adil, seharus,y bagi mereka yg bergaji di bawah umur gratis,",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"GAJI D POTONG FUNGSINYA BUAT ITU PAK, JD JGN D NAIKKIN HARGANYA",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ga stuju jir, gaji gue aja ga nyampe stengahnya dri umr jkt bangke... krasa lah gila lo.",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"saya kader dasawisma pak tapi ga dapat kartu TJ gratiis ,,tapi kader Jumantik dapat pak sedangkan saya kalau mulung ke pasar induk gunain TJ Ampe 2kli naik tj PP 14rbu tn Abang sampai PS induk,,kalau naik oalaa pak gede ongkos saya ,sdngkan saya mau mulung disana ,,,",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
trans smrg buat pelajar aja cuma 1k pak 😔,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"pak gubernur bantu anak jakrta, robi sedang berjuang di academi indosiar seperti pejabat yg dari luar daerah",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"pendapatan rakyat nya aja masih ngepass! naikin dulu umr jkt setara umr London pak, mau tarif sekali jalan 10k juga gw gak permasalahin wkwkwk",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Naikin dulu gaji gua 😭😭,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"lah ASN , TNI polri mah punya gaj kagak setuju i...yg divabel dan lansia pelajar baru masuk akal",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"hadeh,bpk gubernur bwt gebrakan baru jgn sampai menekan kalangan bwh,klw saya sih PP kerja bw motor tp kan kasian pak bwt kalangan yg gaji ny pas bwt kebutuhan hidup mrk.",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"tinggal bilang ""bapak butuh uang tambahan""🗿🗿",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ga bisa pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ya ga bakal bisa kalau dikorup,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"yahh baru nyaman naik tj karna udh capek bgt naik motor, ehh sekarang malah mau dinaikin huhu",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"keknya pelajar dan difable doang deh yg harusnya gratis, itu yg lain gajinya gede",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn pns tni ngapain gratis pak? emng nya dia naik transum yaa? yg bener bener aja pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Senen bsk aku hari pertama kerja udh press bgt mau naik trasum dijabanin waktu soalnya klo naik ojol 2x lipat ehh dinaikin 5k 😭😭😭😭,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Mas Mono Apa kabar dana deposito 14, 6T masih aman Bunganya 😂😂",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
benerin sistem nya pak jangan sampe ada saldo kepotong 2x pas tap in dan tap out…,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"pertanyaan saya adalah.. ngapain ASN, TNI, Polri di free kannn?????",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Tarif naik TDK masalah. SDH bnyk rute trans jakarta ditambah sampai Bogor,Tangerang,Bekasi... asal dikelola yang benar...buat dikembalikan ke pelayanan yg LBH baik...",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ADAIN PINANG RANTI - SUMMARECON BEKASI!!!!,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
sy mah sbg warga jakarta mendukung sj pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn ngapain digratisin anjir?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"@ibethstp:yg gratis itu diffable, orgtua di atas 60th. knp yg kerja di pemerintahan di gratisin??? semua org kerja keleusss... 😫",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
tpi sebulan ye jgn cmn sehari doang biar kek pktn kl perlu selamanya gw bayar kok langganan nya🗿,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"enek amat uda numpang,minta gratis dan murah,😂😂😂",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
untuk rute S21 dan S22 jangan sampe bayar berkali2. kembali Khan seperti dulu hanya sekali bayar dan bisa transit tanpa bayar lagi.Kalo yg sekarang S21 dan S22 kalo mau transit maka harus bayar lagi .Kalo sampe naek ini sangat memberat kan .Kembalikan seperti dulu S21 dan S22,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
gajelas,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
otak di dengkul. yg diperhatiin bukan warganya tp pegawai negrinya.. asuh😏,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ASN makan Dr gaji rakyat lah di kasih gratis. kocak. terus warga yg bayar pajak suruh bayar lebih,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
gratis tpi syaratnya ribetnyaa pake bgt! gpp di naikin pak tpi tolong jgn ada yg berdiri ataupun kek ikan pepesss ..,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
kucluk kucluk,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
warga miskin ga dipikirin?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Udeh bener Ahok yang jadi gubernur malah di demo😭😭,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
belum saatnya naikin hrg,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
la trus kita yg swasta yg harus nanggung 15 yg anda gratiskan gituu????,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
yg gajinya gede malah gratis 🤣🤣,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Kalo pake kartu kjmu bisaa free ga??,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
terus kita warga menegah ke bawah yang jadi beban Kita harus cover kekurangan nya pak? ASN TNI wartawan kenapa harus gratis mereka mampu buat bayar naik TJ,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
aku pelajar ga gratis pak😔,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
coba dng pemerintah ikut naek tj tiap hari bayar jg,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Dipikir orang naik tj 1 x doang sehari apa ya? Ada lagi yg nyambujg krl,mrt,ojol…makin boros dong biaya transport😞",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"TOLONG WAKIL RAKYAT, ADIL BUAT WARGA MENENGAH KE BAWAH JANGAN D PERSULIT 😫",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
maaf pak tapi PPPK belum gratis:(,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
suruh bayar semua 3.500 doang,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
yang berduit malah digratisin sampai sekarang bingung gueeee,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn ..TNI ..polri ngapain digratisin tunjangan mereka banyak pak😂😂,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"bus listrik nya benerin ya, Soalnya kemaren arah ancol-kampung Melayu, bus listrik ga jalan karena ada kerusakan di pintu",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
pak di gratisin tuh yg pensiun aja.... 😌,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Harga naik , umr di naikin juga pak , krn kebutuhan naik juga , gimana nich",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"LANSIA, DISABLE GRATIS OKE, LAINNYA ITU MASIH PUNYA GAJI MALAH GRATIS GIMANA INI PAK GUB",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
kenapa dasawisma engga gratis ya,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn tni polri orang2 mampu pak🤣🤣,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"KJP juga dibatesin sekarang kuotanya, harusnya minimal penerima KJP tetap krn setiap tahun ada yg lulus",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
rakyat kecil mau protes bisa apa sii? cuma angin lewat doang kann,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Tap in Tap out nya dibenerin dlu dah. 3500 aja sering ke potong double. Sampe udah males ngelaporinnya karna kejadian terus 🗿,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"FIX beralih naik motor, cepet, efiensi waktu,, ogah naik TJ lgi",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ASN & POLRI GAJINYA UDAH GEDE NGAPAIN DIGRATISIN LAGI,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
lah karyawan gaji 3000 pp 10k perhari boncos pak 😭,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn tni pun gratis?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
pelajarnya tuh pelajar yang mana? apakah mahasiswa juga termasuk?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
naik dikit aja ngaruh bgtpliss 🥺,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
lah bukannya ada tunjangan transportasi itu buat apa ya?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
yauda gapapa pak kalo 9k tapi transit halte lain gratis ga bayar lagi,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
gubernur mana yg gak bisa kalau hanya naikin hrgnya??? gub itu harusnya meringankan beban rakyat bukan malah memberatkan,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
auto pasti macet dengan kendaraan roda 2 dan mobil pribadi kayanya,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
lagi an 3500 Aj Masih Mahal.. Yang di bener to kartu nya kenapa ga bisa kartu krl di gunakan di busway,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"jalur nya tuh Pak dibenerin, dikhususin kalo gak ya mending motor. Bayar 10 rb, bekasi jkt dengan macetnya mending gua naik lrt. Sama2 10 rb, tapi lrt pake jalur khusus",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Pak warga Bapak yang jadi tukang cuci, jual jasa masih banyak yg gaji 2 jt an itu yang harusnya di gratisin malah ASN",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Tni polri asn ngapain di gratisin sih? Tunjangan mereka aja lebih gede daripada yg kerja di perusahaan swasta,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
harusnya pemprov jabar sama banten tuh bantu urunan subsidi,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
biar gak Ada copet di busway,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"mereka ini terlalu dispesialin dibandingkan dengan masyarakat biasa terutama berpendapat rendah, seharusnya disetarakan dan gak jarang juga dari mereka menggunakan transum",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ASN POLRI TNI bayar juga lah Pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
mending benerin dulu tuh sistem tap in tap out dari BRT ke non BRT biar gk kepotong 2x,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
CATAT..DI ERA GUBERNUR PRAMONO ONGKOS TRANJAKARTA DINAIKAN DIBANDING GUBERNUR² SEBELUMNYA TIDAK NAIK ✌️😎,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
duit melulu... tinggal nerusin aja pke naikin ongkos,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
yang pengangguran juga donk asn kan ada penghasilan tunjangan transportation,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Cari dana tambahan dong kaya pak Anies, Formule E untung besar, jangan ujung2nya malah rakyat lagi",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
mending ganti gubernur DKI aja. sekalinya bikin kebijakan malah nyusahin rakyat,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Gua komen sopan loh untuk kaji ulang penggartisan PNS malah di serang ama anak PNS di IG, katanya previllage dia anj🙄",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
urus banjir nggak becus giliran angkutan transportasi naik cepat,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
knp lo sangga TNI/POLRI & ASN ? Goalsnya apa policy ini cong ?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Tni polri di gratisinnnn😳😳😳,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"tapi tolong banget ini sih mesin tap in/tap out ya diperbaiki, sebelum naik aja, kita sudah di-trial tarif naik Tj 7000 (karena 2x kena potong) 🥲, coba bayangi 7000 dipotong 2x jadi 14000 , dosa sia teh",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
jangan pada mau gaes 😏😏😏,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Gila jkt apa² mahal, Banjir dimana² cuma di tontonin pemerintah @pramonoanungw",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
bapak saya pernah lewat bus listrik mepet banget bauuuu kek pakek kenalpot yg asepnya tebel. ga ada warna ini tapi klau Deket busway nya iewww,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Fasilitas baik sekali? Bapak pernah ngetap tapi bunyi tetat tetot ga jelas?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Yaudah gausahhh ada yg di gratisin aja pak biar adilll,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN sama TNI ngapain di gratisin,kebanyakan kan juga suka dapet fasilitas dari negara,udh gitu gajinya juga lumayan, justru mereka yg harusnya di naikin,bukan malah warga biasa yg kesehariannya naik transum di naikin harganya untuk menopang ongkos ASN dan TNI",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Jangan setuju. klo mau hilangkan kartu gratis 15 Golongan. biar adil dan gak memberatkan. 15 golongan itu banyak banget lho. atau kalopun gak di hilangkan ya ikut bayar 1500 atau 2000. anggaran jkt juga gede kok,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
gas kredit motor guyssss,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
wahai pak anung 3500 aja masih berat buat sekelas warga yg hidupnya pas2an tukang sampah karyawan toko yg udah hidup hemat karna naik Trans e malah d naikin kebijakan cari solusi buat warga biar pada kaga nganggur loker cari solusi biar warga miskin ga terus miskin bukannya kebijakan yg nyari2 karna butuh pak anung jakarta banyak duitnya masih butuh kah bukannya mempermudah warga yg cari makan d jakarta biar hemat malah nyekek bersyukur warga mau naik Trans selain hemat mengurangi kepemilikan kendaraan pribadi n mempermudah warga yg kaga punya kendaraan pribadi bukan sistem n kualitas d perbaikin armada d tambah malah malak ingat pendapatan jakarta gede paling gede,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"tni, polri, asn ngapain di gratisin ya?",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
kalau 9 rb pergi belum pulang nya pak belumjajannya pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
saya ke.rs semiggu 3 kali pak,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"fasilitas baik sekali kaya gimana Pramono,dari berangkat sampai ke alamat tujuan gx dpet duduk alias berdiri desak2kan,masih bilang fasilitas??mesin pada eror tuh,saya pernah ngisi dimesin masuknya kaga malah duitnya masuk ke mesin,pas ditanya petugas malah minta nomer wa doang,sampe sekarang blum tuh dibalikin duitnya,ganti aja Luh Pramono bikin resah warga Luh ah",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
bukan bikin gebrakan yg bikin warga Jakarta seneng malah sex nya nongol bikin warga Jakarta emosi😚,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Pa. pa... kenapa sich kerjaannya hanya menaikkan tarif bukan menambah kesejateraan warganya,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN, TNI/Polri kenapa gratis pak @pramonoanungw ? kan mrk punya gaji ???",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
nyesel pilih bntrng ga berpihak pada rakyat justru transportasi publik yg hrs gratis yg di butuhkn rakyat setiap hari rakyat lnsung mraskan manfaat nya bukan malah di naikan pajak rakyat di naikan giliran transportasi itung2gan buat rakyat,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
ujung2 rakyat jelata yg di bebanin,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"bisa digratisin, asal luh2 pada g korupsi, itu uang korupsi dikemanain, lah luh liat org d luar negeri sna, ga kerja pun tetap dpt duit dr pemerintah",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"mulai mengeluarkan taringnya,",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"pada kasian yg gajinya kecil pa buat makan keluarga juga pa, kalo mau di taikin taikin juga gaji karyawan sama rata pa🤣🤣🤣🙏🙏🙏",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
pakkk cobaa dipikirin lgi.rakyat anda bukan asn tni polri doangan.coba pikirin rakyat yg gajia nya dbwh umr.yg biasa pake tj pak @pramonoanung,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
di bawah jm 7 pk 2k .naek 300 perak aja pk ASN jgn di gratisin.ngimn ngak rugi .itung aje ASN di jabodetabek brp org .boncos lah .,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
fasilitas baik? itu motor dan mobil yang masuk jalur Tj gimana? terus armada yang selalu penuh itu baik?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
