Komentar,Sumber_Video
pam air udah naik...semua naik...😢..,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Kasian yang harus transit dari busway Non rbt ke busway yang rbt jadi tapin tapoutny 2x. pp bisa jd 28rb dikalo 24 hari bisa 500an lebih. apalagi gaji UMR doang 😳,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
gubernur bikin rakyat susah bisa naikkan tarif urus banjir nggak becus,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Gw yakin orang2. Yg udah setia sama Transum terutama TJ. Akan beralih ke Transpribadi. Dan selamat jakarta kembali menjadi kota Macet dunia,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
coba diseldikin kpk,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
kantong parkir lebih di perhatikan biar enak naik kendaraan umum nya,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
makan tuh gubernur pilihan lu ..katanya wong cilik...wkwkw lawak,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
paling bener jalan kaki aja lahh😌pp dsri tanjung barat ke lebak bulus😭,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"pak itu 15 golongan yg salah satunya tni, polri itu kan mereka dpt tunjangan transport. kok masih digratisin? lah kami para pekerja biasa tiap hari pake transum busway. ga ada tunjangan transport loh. mbo yg adil lah. klo mau naik ya samaratain aja gausah liat golongan. justru yg menopang mereka yg gratis itu kami sbg pekerja biasa",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
4000 aja laa,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"otw beli motor kalo gitu,gile aja kalo iya habis di ongkos doang sehari 4x transit udh kebeli BBM 1 liter",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Bct lah pak cpk gw semua2 di naikin harganya. Nyuruh kita naik transportasi umum msh kena macet tp harga mau ngalahin mrt & krl,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"YANG BNR AJA PAK?😭 SAYA MSH MAHASISWI INI LAILAHAILALLAH, MNA KAGA PUNYA PENGHASILAN SENDIRI",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
untuk saat ini dan terakhir kalinya saya menggunakan transportasi umum,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
turun aja,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
anj,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Kocak,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
mending grab ja,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"selama fasilitas, rute dan armada nanti makin oke. gapapa sih",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
😔😔😔cukup 1 kali periode aja ya pak,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
payah Pak gubernur y🥺g tau kesusahan warga yea... pdhl kata kang dedi APBD kita bisa buat warga loh🤭,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
saatnya berahli ke ojol tinggal duduk manis depan rumah dah datang,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"Oke, klo gitu gue naik motor berangkat kerja, jauh lebih hemat",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Setuju naikan aja,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
pak lo mau bikin yg susah tambah susah apalagi pengganguran.amk kuliah tapi bukan dpt kjmu .pegimana itu .dpt UKT nya rendah .tapi naek Tj nya mahal.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
au ah....,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
allahuakbar,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"bapak mah enak naek MOBIL(walaikumsalam mobil dinas),lah rakyat????? naek Tj 3.500 udah Alhamdulillah,, kalo sampe jadi naek 5.000 kasian lah rakyat",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
pak.. pak.. pikirin atuh rakyat yg Gak punya gaji🥺,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
tambah kacau macetnya pak KLo naik tarif,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Saat jakarta banjir hilang giliran Maslah tarif muncul kocak,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
makin berat lagi,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"gara2 15golongan di gratisin yg laen kena dampaknya, siap2 tambah macet🤣",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
rugi rugi,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
mana ada orang mengusulka naik. kocak ni gubernur.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
jika bis jangan naik tarif nya pak ... wes 3500 saja sekali jalan,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
udh bener gratis pak...kedepannya tuh hrsnya bukan rencana ditarif tp pelayanannya lebih ditingkatkan.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
intinya rakyat bayarin ASN. ga mau rugi KRNA dah gratisin ASN imbas nya masyarakat yg kena bayar lebih mahal,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
ah masa tu segitu tarifnya harus duduk pak sampe tujuan... perbaiki dl pak fasilitasnya sama mesin tap in tap outnya,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
klw pelayanan masyarakat dipikirin ngga yaahhh..... pelayanan di kelurahan di kecamatan gmana.. klw sy rasakan waktu PBB gratis... pelayanan di kelurahan serba cepat sat set sat set... sekarang gmana yaaa...,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
.... cuma berdiri di atas tj tarifnya naik.... dg harga sekarang aja DKI masih macet.... gmna seh boss naek aja terus... dulu PBB gratis bisa kok.. sekarang PBB bayar..msh kurang juga... Thn depan jg angan2 sekolah SD negri bayar juga.... si BPK ini dari partai mana yaa...,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
boncos juga klo tarif smpe 7000 dengn keadaan didlm desek desekan parah dan nunggu lama.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"saya tidak setuju pak,KLO naik...",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
mending susbsisdi full untuk masyarakatnya pak lebih manfaat efek ke ekonomi nya. dari pada di makan sama pejabat yang korup.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Mantap tap,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Rp. 7000 memberatkan pak !!!,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
baru mau ketergantungan dengan tj 💔,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
😅 mantab kali siapa tuh yang waktu itu milih dia enak kan,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"asn, TNI, polri digratiskan? seharusnya mereka tidak dapat subsidi. warga kembang kempis gaji sebulan habis cuma buat ungkos. 😭",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
5000 ah,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
5000 lah,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
naik tu 1000 ato berapaaa jgn lngsung 100 persen,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
BISA NYA NAIK KIN HARGA AJA... KERJANYA NOL BESAR,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
ga usah ada prioritas wong sama-sama bayar 7000.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
GK naek busway lagi,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
ptugas tj gw dh 3 kli top up.saldonya gk masuk.mana tpp up lmyn gede.50 rb.ktnya nanti di balikin smingguan.eth dh.gk bertqnggung jwb sm skali.gw dh 5 kli kek gtu.gk di ganti2 tuh.anj bngt...,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
3500 aja kita jarang dpt duduk pak😭,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
hadeuh naik.naik.mulu tp keluhan yg pakai tj.tenyang armada sama tap out nya GK d benerin .,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
pokirin sdm pekerja kecil pak dan buat loker tuk yg blom b3krja jgn tarif TJ dinikan bikin sisah yg tdk lpunya juga mikir2 kl mau beli saldo ckp tdk uang ya,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"enak aja naik2kan tarif transportasi masal... gak semua masyarakat dapat TKD yg nilainya bisa puluhan juta seperti pegawai pemda dki... duit pemda banyak, dari pungutan uang sampah, pbb... sdh berapa trilyun.. masak sih gak bisa kasih tarif murah untuk angkutan masal..podowae..😎",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
lebih murah CommuterLine dr Bogor ke Manggarai hanya 5rb😁,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
nti bisa beralih ke commuter line yg murah terjangkau.dah hidup susah tambah susah.intinya Kawan yg lainnya sangat keberatan jika tj naik dan Jak Lingko naik.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
sya tidak setuju naik tj dan Jak Lingko .kasian para pelajar dlll buat sya pribadi dan kawan yg lain sangat keberatan apalgi yg gajinya pas pasan,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"ganti gubernur bukannya meringankan malah tambah membebani, kenaikan itu ada nilai uangnya juga pak ada perhitungannya juga pak buat kami yg berpenghasilan pas",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"terserah anda pa boss, suka"" anda yg penting anda senang,keresahan rakyat mah ga usah d pikirkan.",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
PAK BENERIN DL SISTEM TAP IN OUTNYA. Udah itu yang penting😭,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Naik gope aja gabjsa pak? Soalnya jarang duduk nih😳😳 atau minal busnya gandeng 5,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"Buat apa naikin tarif, dana pemda 13T aja dianggurin, mikir out of the box lah, bikin MRT yang jalur ring, keliling jakarta kek di tokyo.",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Oalah bad news bagi rakyat,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
KLO NAIK SAMPAI 7000 terlalu berat...klo naik jd 5000 msh OKE lah...krn diawal ongkos msh 2000 trs naik jd 3500 jd klo naik jd 5000 sih msh dibilang wajar,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Tidak setuju utk 15 golongan digratiskan...klo utk lansia gak masalah klo gratis....masa utk rakyat kecil yg gajinya tdk sebesar yg termasuk di GOLONGAN GRATIS mst byr...,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
PAKKKK JANGAN PAKKKKKKK 😭,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
demi allah ga iklas,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
hadeeeggghhh,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
back to motor again 😂,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Negara lain mah berusaha spy transum bisa gratis eh ini malah di naikin,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
wkwkwk mendingan naik motor uda plg bener..gw dr sunter ke kuningan bs 2jm stgh. dicoba pakai sepeda aja msh lbh cepat pakai sepeda. skrg tarif 7k?? wkwkwk,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"ga worth it kalo 5.000-7.000, transjakarta transum penghubung bukan utama, kalo harga segitu orang2 mending naik ojol, harga ga beda jauh lebih cepet sampe lagi",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"tapi PNS jakarta dapet kartu gratis, kampret",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"stop paa, gajih sayaa sudah melilit",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"yg komen ga berat ga bkin miskin, mereka yg ga naik tj tiap hari pp",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
mahasiswa tanpa kip gmn bjirr,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
parah bat,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
salah pilih gubernur sih jadi kacau dah🙄🙄,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
GILA GILA GILA DAH G MASUK AKAL JIRRR,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
UMR aja belom naik pak,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"Asal tahu aja. Meledaknya kepemilikan roda dua adalah disaat tarif angkot dan bus menjadi tidak lagi feasible untuk orang naik transum. Itupun tidak lepas karena kepemilikan moda transum itu sendiri. Jakarta dgn segala resikonya memonopoli transum adalah sebuah kenekatan kalau salah hitung. Mikro trans/jak-linko; juga salah satu beban opex yg perlu dicermati. Tapi kalo sampai 100% ya antara tolol sama idiotik sih. Kenapa ga pangkas fasilitas DPRD, kalo DPRD emang berpihak sama rakyat. DPRD setuju² aja sama kebijakan ini kan… ah sudahlah 🥱😴… (tahukan siapa yng menang di dki)",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"Naik nya drastis gitu 3500-4000 gitu😭😭😭😭 gajiku 2-2,5 jt ya Allah",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"mending angkot dah 7000 gaji 2,5 jt😭😭😭",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
bapak gubernur yg terhormat... anda dipilih itu buat cari solusi..... ini malah mau ngecekik rakyat lagi dimana kondisi ekonomi tdk menentu.... katanya lu buat wong cilik!!!,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"tarif di naikiin, tjnya bikin lebih banyak dan jgn lama2 dtgnya pak, udh bayar segitu kita pengen kebagian bangku juga :)",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"ini kalo 7rb dr brt trs kepotongnya di non brt si kelar, miskin lgsg",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"harusnya asn tuh dikasih kartu golongan khusus yg per tap 10rb, bukan malah dibebanin ke masyarakat lagi. Hadeh pram pram, blunder lo. Jadi nyesel nyoblos",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
knpa ga jaklingko aja jdi berbayar ?,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
semakin semangat nabung demi beli mobil 🔥🔥,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
cari teruss untuk kantong pak... pak Purbaya gimn ni?,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"saya bangga dengan gubenur jakarta saat ini, saya percaya anda menaikan tarif Transjakarta ada dasar kuat, bukan sekedar menaikan menaikan saja tanpa dasar yg tidak jelas. semangat pagi, hiraukan orang² yg komen tidak setuju, mayoritas yang gak setuju bukan orang jakarta, tapi orang bodetabek, yang gubenerunya pada gak mau bantu Transjakarta yang melayani warga bodetabek di jakarta.",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
belum kalau di rs jajan dan makan pak ini harus naik 5 rb sampai 7 rb,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
harusnya yg gratis yg prioritas pak yg membawa anak balita apalagi seminggu 3 kali kami ke rscm membawa balita,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
@pt_transjakarta gw dah 3 kali mngalami permasalahan.top up 50 rb.sbnyk 3 x.duitnya kepotong tp saldonya gk bertambh.alsanya mesin top up error kali mas.minimal ngecek dlu sblm ada yg mlkukan top up.mang rada2 jg ptugasnya.nanti di balikin smingguan.udh nunggu sthn gk ganti2.udh laporin ke ptugas cm masukin nmr krtu ke grup wa mrk.tp ada tuh jln kluarnya.balikin apa gmna.stresss. enak bngt dong nanti udh byr mahal gk dpt tmpt duduk.trs hrs ngalah sm pnumpng lain.yg ktmya proritas.sma2 byr jg.di pikiran lo kita gk cpek.berdiri berjam2.dempet2an bau.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
justru.....sharusnya Buswayyyy......dan Jaklingko.....itu hrs gratissss......tuk rakyaaaattt.......!!!!!,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
sharusnyaaa..... tuuccchhh......duwiiitt.....dari korupsi.....ituu....bwt kpentingan rakyattt.......doooonk.....,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
makin mahal aja ongkos orang buat kerja ye,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
intinya naik tj buat orang tua saja dan lansia yang anak genz mending kita ramaikan jalan jakarta naik motor masing-masing udah paling bner,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
isi 10rb aja biasanya bisa 3 kali dipake ini 10 rb cuman 1 kali doang dipake,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"yaudah bawa kendaraan masing"" aja kyk dulu kn jdi nya macet panjang tuh daripada bayar 🤣",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
semuanya aja dinaikin ajg,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"Pak 7000 sekali tap, gw aja pernah ke potong 3x pak klo 7000 jadi 21 ribu gitu :)",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"kalo mau tarif naik tolong dong buat mesin"" untuk isi saldo nya jngn eror mulu di benerin secepatnya tadi saya liat nenek"" ingin naik tj mesin eror ga bisa isi saldo dia sampe ke Indomaret untuk isi mana lumayan jauh, di Indomaret juga ga bisa dah jelas, sekarang gak tau nenek itu isi saldo dimana hari ini loh saya liat",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
ya nasib2jd orang yg meranto krj jd kuli bayaran susah naik kontrakan naik kendaraan nik nasib perasaan duit makain kecil serba naik 🥺ya cm bs dia doang doa saya semoga tambah sehat rizki pancar berkah barokah sllu dlm lindungan allah sllu aamin,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"jangan naik dong pak,di buat tarif kaya krl aja. krl aja 25km pertama cuma 3000",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"y udh itu tj siap2 sepi lagi aja KLO naeknya smpe sgtu ,,y x kita cpek berdiri byrnya lumayan mending naek ojek aja sklian mahal tp duduk kan",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Apakabar Pelajar dan Mahasiswa ya?,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
di pikir2 lagi pak.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
yaelah pak. makin memiskinkan kaum mendang mending nih lama lamaa. pak @purbayayudhis gmn ini 🥺,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
sy dr Bekasi transit ke Cawang 2 kali byar hadeh lmyan jdnya hargany,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
"Pak, Media Bapak mana yg kasih saran kenaikan tarif segituuuuu, hellow bakal lebih mahal dr kereta dg jalur yg ga bs bebas hambatan spt kereta? yg suka kepotong 2x, trs diem2 bae? yg klo ujan hrs diri dr ujung ke ujung ditengah kemacetan??????????????? Dipikir yg bener Pak",https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
noooooo 😞,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
ah tetep aja ngerugiin gw,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
apa kerja nyata gub ini???,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
no😭,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
udh bener 3.500,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
gua sih kgk setuju banget. KLO misalnya mau di naikin itu armada bus Transjakarta di tambah lagi semua koridor sama falitas yah di tambah.,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
bknnya skrg prioritasnya mengatasi macetnya jkt y?? kl dinaikkin emg org2 pd mau naik transum? makin macet dong ??,https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269
Tni polri ngapain di gratisin sih,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN pendapatannya sangat cukup untuk bayar tj, malah digratisin😂",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
benerin dulu sistem tap in tap outnya!,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"yg gratis itu diffable, orgtua di atas 60th. knp yg kerja di pemerintahan di gratisin??? semua org kerja keleusss... 😫",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
Lagi2 yang kena beban kaum menengah ya,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
asn tni polri kenapa gratis?,https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"Lah urgensi ASN, TNI - POLRI digratiskan apa ya pak??🫠",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"5rb PP di x 2 10rb, nake motor 1 jalan cuma 1liter kurang, dah balik lagi naek motor aja kalo begini lebih cepet sampe, sengaja pindah dari pribadi ke umum karena murah, naek segitu ya balik lagi ke pribadi",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"5 rb itu sebenernya masih murah, tp kebanyakan yg naik TJ kayaknya pendapatannya msh gak sebesar itu jd tarif 5rb berdampak juga. PR utama ya dikesejahteraan pekerka dgn gaji yg gak seberapa pdhl udhl 2025 dan kerja di ibu kota. TJ udh lama bgt pertahanin tarif 3.500, tp kalo dinaikin 5rb tetep berasa dampaknya, opiniku aja. jdnya kayak serba salah 2 sisi sih, krn dr awal kesejahteraan pekerja yg gak sejahtera 🥲",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"gpp dah 5rb yg penting dapet duduk semua, mikrolet aja 5rb bisa duduk.",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"kenapa ASNdi gratiskan, mereka kan ada pendapatan klo bisa ya lansia saja sama pelajar gratis",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
"ASN knp d gratisin? trus masyarakat d suruh bayar, sama aja kaya ngasih subsidi buat ASN tp pake duit rakyat lg ya wkwkwk",https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269
